intervention_id,name,itype,source,organism,lifespan_effect_pct,linked_gene_ids,url,n_experiments
DRUGAGE:iodine:drosophila_melanogaster,Iodine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,6
DRUGAGE:iodoform:drosophila_melanogaster,Iodoform,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:isoleucine:caenorhabditis_elegans,Isoleucine,drug,DrugAge,Caenorhabditis elegans,6.25,,https://genomics.senescence.info/drugs/,4
DRUGAGE:isoprenol:caenorhabditis_elegans,Isoprenol,drug,DrugAge,Caenorhabditis elegans,19.23,,https://genomics.senescence.info/drugs/,3
DRUGAGE:isorhamnetin:caenorhabditis_elegans,Isorhamnetin,drug,DrugAge,Caenorhabditis elegans,15.92,,https://genomics.senescence.info/drugs/,1
DRUGAGE:isorhamnetin:podospora_anserina,Isorhamnetin,drug,DrugAge,Podospora anserina,17.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:isosilybin_a_b:caenorhabditis_elegans,Isosilybin A/B,drug,DrugAge,Caenorhabditis elegans,6.82,,https://genomics.senescence.info/drugs/,1
DRUGAGE:itraconazole:caenorhabditis_elegans,Itraconazole,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:itraconazole:drosophila_melanogaster,Itraconazole,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ivabradine:mus_musculus,Ivabradine,drug,DrugAge,Mus musculus,6.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ivermectin:brachionus_manjavacas,Ivermectin,drug,DrugAge,Brachionus manjavacas,21.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:j147:drosophila_melanogaster,J147,drug,DrugAge,Drosophila melanogaster,12.5,,https://genomics.senescence.info/drugs/,3
DRUGAGE:jjh221:caenorhabditis_elegans,JJH221,drug,DrugAge,Caenorhabditis elegans,-18.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jjh248:caenorhabditis_elegans,JJH248,drug,DrugAge,Caenorhabditis elegans,-21.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jjh250:caenorhabditis_elegans,JJH250,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jjh253:caenorhabditis_elegans,JJH253,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jjh254:caenorhabditis_elegans,JJH254,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jjh322:caenorhabditis_elegans,JJH322,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jjh331:caenorhabditis_elegans,JJH331,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jmn21:caenorhabditis_elegans,JMN21,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:js_k:caenorhabditis_elegans,JS-K,drug,DrugAge,Caenorhabditis elegans,-2.97,,https://genomics.senescence.info/drugs/,2
DRUGAGE:jsk:drosophila_melanogaster,JSK,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jt271_3:caenorhabditis_elegans,JT271-3,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jw1036:caenorhabditis_elegans,JW1036,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jw1038:caenorhabditis_elegans,JW1038,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jw1039:caenorhabditis_elegans,JW1039,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jw480:caenorhabditis_elegans,JW480,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jw651:caenorhabditis_elegans,JW651,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jania_acutilobum_extract:brachionus_manjavacas,Jania acutilobum extract,drug,DrugAge,Brachionus manjavacas,9.1,,https://genomics.senescence.info/drugs/,1
DRUGAGE:juglone:caenorhabditis_elegans,Juglone,drug,DrugAge,Caenorhabditis elegans,29.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:jujube_fruit_extract:drosophila_melanogaster,Jujube fruit extract,drug,DrugAge,Drosophila melanogaster,11.1,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kc01:caenorhabditis_elegans,KC01,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kc02:caenorhabditis_elegans,KC02,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kc03:caenorhabditis_elegans,KC03,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kc07:caenorhabditis_elegans,KC07,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:klh40_1:caenorhabditis_elegans,KLH40-1,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:klh45b:caenorhabditis_elegans,KLH45b,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:klh46:caenorhabditis_elegans,KLH46,drug,DrugAge,Caenorhabditis elegans,-43.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kml29:caenorhabditis_elegans,KML29,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kn_93:drosophila_melanogaster,KN-93,drug,DrugAge,Drosophila melanogaster,20.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kt109:caenorhabditis_elegans,KT109,drug,DrugAge,Caenorhabditis elegans,-24.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kt116:caenorhabditis_elegans,KT116,drug,DrugAge,Caenorhabditis elegans,-34.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kt117:caenorhabditis_elegans,KT117,drug,DrugAge,Caenorhabditis elegans,-31.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kt120:caenorhabditis_elegans,KT120,drug,DrugAge,Caenorhabditis elegans,17.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kt135:caenorhabditis_elegans,KT135,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kt138:caenorhabditis_elegans,KT138,drug,DrugAge,Caenorhabditis elegans,-22.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kt140:caenorhabditis_elegans,KT140,drug,DrugAge,Caenorhabditis elegans,26.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kt167:caenorhabditis_elegans,KT167,drug,DrugAge,Caenorhabditis elegans,17.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kt170:caenorhabditis_elegans,KT170,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kt172:caenorhabditis_elegans,KT172,drug,DrugAge,Caenorhabditis elegans,13.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kt186:caenorhabditis_elegans,KT186,drug,DrugAge,Caenorhabditis elegans,-16.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kt195:caenorhabditis_elegans,KT195,drug,DrugAge,Caenorhabditis elegans,-9.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kt203:caenorhabditis_elegans,KT203,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ku0063794:mus_musculus,KU0063794,drug,DrugAge,Mus Musculus,6.7,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kaempferol:caenorhabditis_elegans,Kaempferol,drug,DrugAge,Caenorhabditis elegans,5.63,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kanamycin_a_sulfate:caenorhabditis_elegans,Kanamycin A sulfate,drug,DrugAge,Caenorhabditis elegans,0.595,,https://genomics.senescence.info/drugs/,2
DRUGAGE:kenpaullone:caenorhabditis_elegans,Kenpaullone,drug,DrugAge,Caenorhabditis elegans,27.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ketanserin_tartrate:caenorhabditis_elegans,Ketanserin tartrate,drug,DrugAge,Caenorhabditis elegans,13.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kinetin:caenorhabditis_elegans,Kinetin,drug,DrugAge,Caenorhabditis elegans,21.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kinetin:zaprionus_paravittiger,Kinetin,drug,DrugAge,Zaprionus paravittiger,14.6,,https://genomics.senescence.info/drugs/,18
DRUGAGE:korean_mistletoe_extract:caenorhabditis_elegans,Korean mistletoe extract,drug,DrugAge,Caenorhabditis elegans,9.6,,https://genomics.senescence.info/drugs/,1
DRUGAGE:korean_mistletoe_extract:drosophila_melanogaster,Korean mistletoe extract,drug,DrugAge,Drosophila melanogaster,19.9,,https://genomics.senescence.info/drugs/,1
DRUGAGE:krill_oil:mus_musculus,Krill oil,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kynurenic_acid:adineta_vaga,Kynurenic acid,drug,DrugAge,Adineta vaga,44.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:kynurenic_acid:philodina_acuticornis,Kynurenic acid,drug,DrugAge,Philodina acuticornis,55.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:l_carnitine:caenorhabditis_elegans,L-Carnitine,drug,DrugAge,Caenorhabditis elegans,10.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:l_carnitine:saccharomyces_cerevisiae,L-Carnitine,drug,DrugAge,Saccharomyces cerevisiae,,,https://genomics.senescence.info/drugs/,6
DRUGAGE:l_glu_l_trp_dipeptide:rattus_norvegicus,L-Glu-L-Trp dipeptide,drug,DrugAge,Rattus norvegicus,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:l_gulonolactone:drosophila_melanogaster,L-Gulonolactone,drug,DrugAge,Drosophila melanogaster,-24.65,,https://genomics.senescence.info/drugs/,3
DRUGAGE:l_thyroxine_sodium:rattus_norvegicus,L-Thyroxine sodium,drug,DrugAge,Rattus norvegicus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:l_valine:caenorhabditis_elegans,L-Valine,drug,DrugAge,Caenorhabditis elegans,7.05,,https://genomics.senescence.info/drugs/,1
DRUGAGE:l_deprenyl:canis_lupus_familiaris,L-deprenyl,drug,DrugAge,Canis lupus familiaris,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:l_deprenyl:mesocricetus_auratus,L-deprenyl,drug,DrugAge,Mesocricetus auratus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:l_deprenyl:mus_musculus,L-deprenyl,drug,DrugAge,Mus musculus,8.0,,https://genomics.senescence.info/drugs/,4
DRUGAGE:l_deprenyl:rattus_norvegicus,L-deprenyl,drug,DrugAge,Rattus norvegicus,8.1,,https://genomics.senescence.info/drugs/,5
DRUGAGE:l_histidine_methyl_ester:caenorhabditis_elegans,L-histidine methyl ester,drug,DrugAge,Caenorhabditis elegans,8.5,,https://genomics.senescence.info/drugs/,3
DRUGAGE:l_theanine:caenorhabditis_elegans,L-theanine,drug,DrugAge,Caenorhabditis elegans,8.0,,https://genomics.senescence.info/drugs/,5
DRUGAGE:l2_cmu__igf_1r_antagonist:mus_musculus,L2-Cmu (IGF-1R antagonist),drug,DrugAge,Mus musculus,9.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:lfm_a13:caenorhabditis_elegans,LFM-A13,drug,DrugAge,Caenorhabditis elegans,27.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ly_165_163:caenorhabditis_elegans,"LY-165,163",drug,DrugAge,Caenorhabditis elegans,33.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ly_294002:caenorhabditis_elegans,LY-294002,drug,DrugAge,Caenorhabditis elegans,20.9,,https://genomics.senescence.info/drugs/,3
DRUGAGE:ly_294002:drosophila_melanogaster,LY-294002,drug,DrugAge,Drosophila melanogaster,14.15,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ly_367_265:caenorhabditis_elegans,"LY-367,265",drug,DrugAge,Caenorhabditis elegans,34.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ly165_163:drosophila_melanogaster,LY165_163,drug,DrugAge,Drosophila melanogaster,5.71,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ly444711__ghs_r1a_agonist:mus_musculus,LY444711 (GHS-R1a agonist),drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:lactic_acid:drosophila_melanogaster,Lactic acid,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,9
DRUGAGE:lamotrigine:caenorhabditis_elegans,Lamotrigine,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:lamotrigine:drosophila_melanogaster,Lamotrigine,drug,DrugAge,Drosophila melanogaster,16.3,,https://genomics.senescence.info/drugs/,3
DRUGAGE:lappaol_c:caenorhabditis_elegans,Lappaol C,drug,DrugAge,Caenorhabditis elegans,11.4,,https://genomics.senescence.info/drugs/,2
DRUGAGE:lappaol_f:caenorhabditis_elegans,Lappaol F,drug,DrugAge,Caenorhabditis elegans,12.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:lead_acetate:mus_musculus,Lead acetate,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:leucine:caenorhabditis_elegans,Leucine,drug,DrugAge,Caenorhabditis elegans,6.92,,https://genomics.senescence.info/drugs/,4
DRUGAGE:leucine:mus_musculus,Leucine,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:levodopa:mus_musculus,Levodopa,drug,DrugAge,Mus musculus,21.5,,https://genomics.senescence.info/drugs/,3
DRUGAGE:levosulpiride:caenorhabditis_elegans,Levosulpiride,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:levosulpiride:drosophila_melanogaster,Levosulpiride,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:licochalcone_a:caenorhabditis_elegans,Licochalcone A,drug,DrugAge,Caenorhabditis elegans,-20.92,,https://genomics.senescence.info/drugs/,2
DRUGAGE:limonin:caenorhabditis_elegans,Limonin,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:limonin:drosophila_melanogaster,Limonin,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:lithium_chloride:caenorhabditis_elegans,Lithium Chloride,drug,DrugAge,Caenorhabditis elegans,23.5,,https://genomics.senescence.info/drugs/,3
DRUGAGE:lithium_chloride:drosophila_melanogaster,Lithium Chloride,drug,DrugAge,Drosophila melanogaster,18.25,,https://genomics.senescence.info/drugs/,4
DRUGAGE:lithocholic_acid:drosophila_melanogaster,Lithocholic acid,drug,DrugAge,Drosophila melanogaster,24.94,,https://genomics.senescence.info/drugs/,1
DRUGAGE:lithocholic_acid:saccharomyces_cerevisiae,Lithocholic acid,drug,DrugAge,Saccharomyces cerevisiae,102.75,,https://genomics.senescence.info/drugs/,2
DRUGAGE:liuwei_dihuang_wan:caenorhabditis_elegans,Liuwei Dihuang Wan,drug,DrugAge,Caenorhabditis elegans,12.6,,https://genomics.senescence.info/drugs/,1
DRUGAGE:lomefloxacin_hydrochloride:caenorhabditis_elegans,Lomefloxacin Hydrochloride,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:lomefloxacin_hydrochloride:drosophila_melanogaster,Lomefloxacin Hydrochloride,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:lonicera_japonica_extract:caenorhabditis_elegans,Lonicera japonica extract,drug,DrugAge,Caenorhabditis elegans,19.47,,https://genomics.senescence.info/drugs/,5
DRUGAGE:lonidamine:caenorhabditis_elegans,Lonidamine,drug,DrugAge,Caenorhabditis elegans,8.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:loratadine:caenorhabditis_elegans,Loratadine,drug,DrugAge,Caenorhabditis elegans,18.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:lorglumide_sodium:caenorhabditis_elegans,Lorglumide Sodium,drug,DrugAge,Caenorhabditis elegans,-3.92,,https://genomics.senescence.info/drugs/,2
DRUGAGE:lorglumide_sodium:drosophila_melanogaster,Lorglumide Sodium,drug,DrugAge,Drosophila melanogaster,5.31,,https://genomics.senescence.info/drugs/,2
DRUGAGE:losartan:rattus_norvegicus,Losartan,drug,DrugAge,Rattus norvegicus,19.32,,https://genomics.senescence.info/drugs/,1
DRUGAGE:lovastin:caenorhabditis_elegans,Lovastin,drug,DrugAge,Caenorhabditis elegans,13.14,,https://genomics.senescence.info/drugs/,3
DRUGAGE:lovaza:mus_musculus,Lovaza,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:loxapine:drosophila_melanogaster,Loxapine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:loxapine_succinate:caenorhabditis_elegans,Loxapine succinate,drug,DrugAge,Caenorhabditis elegans,43.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ludwigia_octovalvis_extract:drosophila_melanogaster,Ludwigia octovalvis extract,drug,DrugAge,Drosophila melanogaster,20.15,,https://genomics.senescence.info/drugs/,2
DRUGAGE:lutein:drosophila_melanogaster,Lutein,drug,DrugAge,Drosophila melanogaster,11.4,,https://genomics.senescence.info/drugs/,1
DRUGAGE:luteolin:caenorhabditis_elegans,Luteolin,drug,DrugAge,Caenorhabditis elegans,-0.6,,https://genomics.senescence.info/drugs/,5
DRUGAGE:lysine:caenorhabditis_elegans,Lysine,drug,DrugAge,Caenorhabditis elegans,7.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:m084:caenorhabditis_elegans,M084,drug,DrugAge,Caenorhabditis elegans,9.11,,https://genomics.senescence.info/drugs/,3
DRUGAGE:mahma_nonoate:caenorhabditis_elegans,MAHMA-NONOate,drug,DrugAge,Caenorhabditis elegans,14.1,,https://genomics.senescence.info/drugs/,1
DRUGAGE:mg624:caenorhabditis_elegans,MG624,drug,DrugAge,Caenorhabditis elegans,-5.67,,https://genomics.senescence.info/drugs/,1
DRUGAGE:mg624:drosophila_melanogaster,MG624,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:mif098__cd74_antagonist:mus_musculus,MIF098 (CD74 antagonist),drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:mjn200:caenorhabditis_elegans,MJN200,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:mjn202:caenorhabditis_elegans,MJN202,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:mptp:caenorhabditis_elegans,MPTP,drug,DrugAge,Caenorhabditis elegans,8.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:magnesium_chloride:asplanchna_brightwelli,Magnesium chloride,drug,DrugAge,Asplanchna brightwelli,-21.47,,https://genomics.senescence.info/drugs/,2
DRUGAGE:malate:caenorhabditis_elegans,Malate,drug,DrugAge,Caenorhabditis elegans,14.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:maltose:caenorhabditis_elegans,Maltose,drug,DrugAge,Caenorhabditis elegans,8.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:marine_collagen_peptides:rattus_norvegicus,Marine collagen peptides,drug,DrugAge,Rattus norvegicus,11.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:matairesinol:caenorhabditis_elegans,Matairesinol,drug,DrugAge,Caenorhabditis elegans,19.5,,https://genomics.senescence.info/drugs/,2
DRUGAGE:mebhydroline_1_5_napthalenedisulfonate:caenorhabditis_elegans,"Mebhydroline 1,5-napthalenedisulfonate",drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:meclizine:mus_musculus,Meclizine,drug,ITP,Mus musculus,5.5,,https://genomics.senescence.info/drugs/,2
DRUGAGE:meclofenoxate:drosophila_melanogaster,Meclofenoxate,drug,DrugAge,Drosophila melanogaster,28.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:medium_chain_triglyceride_oil:mus_musculus,Medium-chain triglyceride oil,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:melatonin:drosophila_melanogaster,Melatonin,drug,DrugAge,Drosophila melanogaster,5.5,,https://genomics.senescence.info/drugs/,3
DRUGAGE:melatonin:mus_musculus,Melatonin,drug,DrugAge,Mus musculus,17.0,,https://genomics.senescence.info/drugs/,5
DRUGAGE:melatonin:paramecium_tetraurelia,Melatonin,drug,DrugAge,Paramecium tetraurelia,21.8,,https://genomics.senescence.info/drugs/,4
DRUGAGE:memantine_hydrochloride:caenorhabditis_elegans,Memantine Hydrochloride,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:memantine_hydrochloride:drosophila_melanogaster,Memantine Hydrochloride,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:menadione:caenorhabditis_elegans,Menadione,drug,DrugAge,Caenorhabditis elegans,-8.72,,https://genomics.senescence.info/drugs/,1
DRUGAGE:mercuric_chloride:drosophila_melanogaster,Mercuric chloride,drug,DrugAge,Drosophila melanogaster,0.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:mercuric_chloride:mus_musculus,Mercuric chloride,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:metamizole:caenorhabditis_elegans,Metamizole,drug,DrugAge,Caenorhabditis elegans,18.3,,https://genomics.senescence.info/drugs/,2
DRUGAGE:metergoline:caenorhabditis_elegans,Metergoline,drug,DrugAge,Caenorhabditis elegans,23.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:metformin:acheta_domesticus,Metformin,drug,DrugAge,Acheta domesticus,59.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:metformin:caenorhabditis_elegans,Metformin,drug,DrugAge,Caenorhabditis elegans,30.15,,https://genomics.senescence.info/drugs/,20
DRUGAGE:metformin:drosophila_melanogaster,Metformin,drug,DrugAge,Drosophila melanogaster,-26.5,,https://genomics.senescence.info/drugs/,21
DRUGAGE:metformin:mus_musculus,Metformin,drug,ITP,Mus musculus,2.0,,https://genomics.senescence.info/drugs/,9
DRUGAGE:metformin:nothobranchius_guentheri,Metformin,drug,DrugAge,Nothobranchius guentheri,34.7,,https://genomics.senescence.info/drugs/,1
DRUGAGE:metformin:rattus_norvegicus,Metformin,drug,DrugAge,Rattus norvegicus,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:methanol:drosophila_melanogaster,Methanol,drug,DrugAge,Drosophila melanogaster,7.93,,https://genomics.senescence.info/drugs/,2
DRUGAGE:methionine:caenorhabditis_elegans,Methionine,drug,DrugAge,Caenorhabditis elegans,11.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:methionine:mus_musculus,Methionine,drug,DrugAge,Mus musculus,-17.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:methionine:zaprionus_paravittiger,Methionine,drug,DrugAge,Zaprionus paravittiger,15.98,,https://genomics.senescence.info/drugs/,10
DRUGAGE:methoxycatechol:drosophila_melanogaster,Methoxycatechol,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:methoxypsoralen:drosophila_melanogaster,Methoxypsoralen,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:methyl_3_4_dihydroxybenzoate:caenorhabditis_elegans,"Methyl 3,4-dihydroxybenzoate",drug,DrugAge,Caenorhabditis elegans,19.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:methylbenzethonium_cl:caenorhabditis_elegans,Methylbenzethonium Cl,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:methylene_blue:drosophila_melanogaster,Methylene blue,drug,DrugAge,Drosophila melanogaster,-20.5,,https://genomics.senescence.info/drugs/,4
DRUGAGE:methylene_blue:mus_musculus,Methylene blue,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:methylergonovine_maleate:caenorhabditis_elegans,Methylergonovine maleate,drug,DrugAge,Caenorhabditis elegans,28.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:methylmercury_acetate:mus_musculus,Methylmercury acetate,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:metolazone:caenorhabditis_elegans,Metolazone,drug,DrugAge,Caenorhabditis elegans,29.46,,https://genomics.senescence.info/drugs/,3
DRUGAGE:metoprolol:mus_musculus,Metoprolol,drug,DrugAge,Mus musculus,10.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:mianserin:caenorhabditis_elegans,Mianserin,drug,DrugAge,Caenorhabditis elegans,31.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:mianserin:drosophila_melanogaster,Mianserin,drug,DrugAge,Drosophila melanogaster,6.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:mifepristone:caenorhabditis_elegans,Mifepristone,drug,DrugAge,Caenorhabditis elegans,15.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:mifepristone:drosophila_melanogaster,Mifepristone,drug,DrugAge,Drosophila melanogaster,35.84,,https://genomics.senescence.info/drugs/,5
DRUGAGE:milnacipran_hydrochloride:caenorhabditis_elegans,Milnacipran Hydrochloride,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:milnacipran_hydrochloride:drosophila_melanogaster,Milnacipran Hydrochloride,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:minocycline:caenorhabditis_elegans,Minocycline,drug,DrugAge,Caenorhabditis elegans,33.0,,https://genomics.senescence.info/drugs/,14
DRUGAGE:minocycline:drosophila_melanogaster,Minocycline,drug,DrugAge,Drosophila melanogaster,16.9,,https://genomics.senescence.info/drugs/,12
DRUGAGE:minocycline:mus_musculus,Minocycline,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:minocycline_hydrochloride:caenorhabditis_elegans,Minocycline hydrochloride,drug,DrugAge,Caenorhabditis elegans,29.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:mitoq:mus_musculus,MitoQ,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:monorden:caenorhabditis_elegans,Monorden,drug,DrugAge,Caenorhabditis elegans,24.55,,https://genomics.senescence.info/drugs/,1
DRUGAGE:morphine:drosophila_melanogaster,Morphine,drug,DrugAge,Drosophila melanogaster,2.9,,https://genomics.senescence.info/drugs/,2
DRUGAGE:morpholinosydnonimine_hcl:drosophila_melanogaster,Morpholinosydnonimine HCl,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:mulberry_extract:caenorhabditis_elegans,Mulberry extract,drug,DrugAge,Caenorhabditis elegans,22.5,,https://genomics.senescence.info/drugs/,1
