intervention_id,name,itype,source,organism,lifespan_effect_pct,linked_gene_ids,url,n_experiments
DRUGAGE:mussel_extract:caenorhabditis_elegans,Mussel extract,drug,DrugAge,Caenorhabditis elegans,29.9,,https://genomics.senescence.info/drugs/,1
DRUGAGE:mycophenolic_acid:caenorhabditis_elegans,Mycophenolic acid,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:mycophenolic_acid:drosophila_melanogaster,Mycophenolic acid,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:mycophenolic_acid:mus_musculus,Mycophenolic acid,drug,ITP,Mus musculus,-1.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:mycophenolic_acid:saccharomyces_cerevisiae,Mycophenolic acid,drug,DrugAge,Saccharomyces cerevisiae,21.11,,https://genomics.senescence.info/drugs/,2
DRUGAGE:myleran:rattus_norvegicus,Myleran,drug,DrugAge,Rattus norvegicus,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:myricetin:caenorhabditis_elegans,Myricetin,drug,DrugAge,Caenorhabditis elegans,25.445,,https://genomics.senescence.info/drugs/,2
DRUGAGE:myriocin:caenorhabditis_elegans,Myriocin,drug,DrugAge,Caenorhabditis elegans,31.25,,https://genomics.senescence.info/drugs/,1
DRUGAGE:myriocin:saccharomyces_cerevisiae,Myriocin,drug,DrugAge,Saccharomyces cerevisiae,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:myxothiazol:caenorhabditis_elegans,Myxothiazol,drug,DrugAge,Caenorhabditis elegans,32.3,,https://genomics.senescence.info/drugs/,1
DRUGAGE:n__2__4__4_chlorophenyl_piperazin_1_yl_ethyl__3_methoxybenzamide:caenorhabditis_elegans,N-(2-[4-(4-chlorophenyl)piperazin-1-yl]ethyl)-3-methoxybenzamide,drug,DrugAge,Caenorhabditis elegans,35.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:n__3__aminomethyl_benzyl_acetamidine:drosophila_melanogaster,N-(3-(aminomethyl)benzyl)acetamidine,drug,DrugAge,Drosophila melanogaster,3.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:n_acetyl_serine:caenorhabditis_elegans,N-acetyl serine,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:n_acetyl_l_cysteine:caenorhabditis_elegans,N-acetyl-L-cysteine,drug,DrugAge,Caenorhabditis elegans,18.51,,https://genomics.senescence.info/drugs/,12
DRUGAGE:n_acetyl_l_cysteine:drosophila_kikkawai,N-acetyl-L-cysteine,drug,DrugAge,Drosophila kikkawai,14.0,,https://genomics.senescence.info/drugs/,8
DRUGAGE:n_acetyl_l_cysteine:drosophila_melanogaster,N-acetyl-L-cysteine,drug,DrugAge,Drosophila melanogaster,6.5,,https://genomics.senescence.info/drugs/,9
DRUGAGE:n_acetyl_l_cysteine:drosophila_virilis,N-acetyl-L-cysteine,drug,DrugAge,Drosophila virilis,27.8,,https://genomics.senescence.info/drugs/,12
DRUGAGE:n_acetyl_l_cysteine:mus_musculus,N-acetyl-L-cysteine,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,4
DRUGAGE:n_acetyl_l_histidine:caenorhabditis_elegans,N-acetyl-l-histidine,drug,DrugAge,Caenorhabditis elegans,12.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:n_acetylglucosamine:caenorhabditis_elegans,N-acetylglucosamine,drug,DrugAge,Caenorhabditis elegans,50.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:n_nitrosodimethylamine:caenorhabditis_elegans,N-nitrosodimethylamine,drug,DrugAge,Caenorhabditis elegans,5.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:n_tert_butyl_alpha_phenylnitrone:mus_musculus,N-tert-butyl-alpha-phenylnitrone,drug,DrugAge,Mus musculus,4.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:n6_benzyladenine:caenorhabditis_elegans,N6-benzyladenine,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:n6_isopentenyladenine:caenorhabditis_elegans,N6-isopentenyladenine,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:np1:caenorhabditis_briggsae,NP1,drug,DrugAge,Caenorhabditis briggsae,-18.27,,https://genomics.senescence.info/drugs/,3
DRUGAGE:np1:caenorhabditis_elegans,NP1,drug,DrugAge,Caenorhabditis elegans,23.53,,https://genomics.senescence.info/drugs/,4
DRUGAGE:ns_398:drosophila_melanogaster,NS-398,drug,DrugAge,Drosophila melanogaster,9.3,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nsc_11926__aristolochic_acid_i:caenorhabditis_elegans,NSC 11926 (Aristolochic acid I),drug,DrugAge,Caenorhabditis elegans,-45.755,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nsc_45923__8_methyoxypsoralen:caenorhabditis_elegans,NSC 45923 (8-Methyoxypsoralen),drug,DrugAge,Caenorhabditis elegans,-4.56,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nsc170984__pimozide:caenorhabditis_elegans,NSC170984 (Pimozide),drug,DrugAge,Caenorhabditis elegans,6.695,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nsc666076:caenorhabditis_elegans,NSC666076,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nsc666076:drosophila_melanogaster,NSC666076,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nt219:caenorhabditis_elegans,NT219,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nafadotride:caenorhabditis_elegans,Nafadotride,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nafadotride:drosophila_melanogaster,Nafadotride,drug,DrugAge,Drosophila melanogaster,5.55,,https://genomics.senescence.info/drugs/,1
DRUGAGE:naftopidil_dihydrochloride:caenorhabditis_elegans,Naftopidil dihydrochloride,drug,DrugAge,Caenorhabditis elegans,14.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:naphthazarin:caenorhabditis_elegans,Naphthazarin,drug,DrugAge,Caenorhabditis elegans,10.5,,https://genomics.senescence.info/drugs/,10
DRUGAGE:naproxen:brachionus_manjavacas,Naproxen,drug,DrugAge,Brachionus manjavacas,13.93,,https://genomics.senescence.info/drugs/,1
DRUGAGE:naringenin:caenorhabditis_elegans,Naringenin,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:naringin:caenorhabditis_elegans,Naringin,drug,DrugAge,Caenorhabditis elegans,12.57,,https://genomics.senescence.info/drugs/,5
DRUGAGE:nebirapine:drosophila_melanogaster,Nebirapine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nebivolol:mus_musculus,Nebivolol,drug,ITP,Mus musculus,0.5,,https://genomics.senescence.info/drugs/,3
DRUGAGE:nectarine_extract:drosophila_melanogaster,Nectarine extract,drug,DrugAge,Drosophila melanogaster,17.6,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nicardipine_hydrochloride:caenorhabditis_elegans,Nicardipine hydrochloride,drug,DrugAge,Caenorhabditis elegans,23.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nickelous_acetate:mus_musculus,Nickelous acetate,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nicolsamide:caenorhabditis_elegans,Nicolsamide,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nicolsamide:drosophila_melanogaster,Nicolsamide,drug,DrugAge,Drosophila melanogaster,-7.45,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nicotinamide:caenorhabditis_elegans,Nicotinamide,drug,DrugAge,Caenorhabditis elegans,6.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nicotinamide:mus_musculus,Nicotinamide,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nicotinamide:saccharomyces_cerevisiae,Nicotinamide,drug,DrugAge,Saccharomyces cerevisiae,28.08,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nicotinamide_adenine_dinucleotide:caenorhabditis_elegans,Nicotinamide adenine dinucleotide,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nicotinamide_mononucleotide:drosophila_melanogaster,Nicotinamide mononucleotide,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nicotinamide_riboside:mus_musculus,Nicotinamide riboside,drug,ITP,Mus musculus,5.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:nicotinamide_riboside:saccharomyces_cerevisiae,Nicotinamide riboside,drug,DrugAge,Saccharomyces cerevisiae,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nicotine:rattus_norvegicus,Nicotine,drug,DrugAge,Rattus norvegicus,-9.98,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nisoldipine:caenorhabditis_elegans,Nisoldipine,drug,DrugAge,Caenorhabditis elegans,-10.2,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nisoldipine:drosophila_melanogaster,Nisoldipine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nitrendipine:caenorhabditis_elegans,Nitrendipine,drug,DrugAge,Caenorhabditis elegans,25.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nitroflurbiprofen:mus_musculus,Nitroflurbiprofen,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,3
DRUGAGE:nitrophenyl_piperazine_containing_compound_1:caenorhabditis_elegans,Nitrophenyl piperazine containing compound 1,drug,DrugAge,Caenorhabditis elegans,23.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:nitrosodimethylurea:drosophila_melanogaster,Nitrosodimethylurea,drug,DrugAge,Drosophila melanogaster,-37.0,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nobiletin:caenorhabditis_elegans,Nobiletin,drug,DrugAge,Caenorhabditis elegans,14.85,,https://genomics.senescence.info/drugs/,2
DRUGAGE:nocodazole:caenorhabditis_elegans,Nocodazole,drug,DrugAge,Caenorhabditis elegans,-10.66,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nocodazole:drosophila_melanogaster,Nocodazole,drug,DrugAge,Drosophila melanogaster,9.03,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nolinospiroside_f:saccharomyces_cerevisiae,Nolinospiroside F,drug,DrugAge,Saccharomyces cerevisiae,21.3,,https://genomics.senescence.info/drugs/,3
DRUGAGE:norcantharidin:drosophila_melanogaster,Norcantharidin,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:nordihydroguaiaretic_acid:aedes_aegypti,Nordihydroguaiaretic acid,drug,DrugAge,Aedes aegypti,53.5,,https://genomics.senescence.info/drugs/,5
DRUGAGE:nordihydroguaiaretic_acid:caenorhabditis_elegans,Nordihydroguaiaretic acid,drug,DrugAge,Caenorhabditis elegans,-16.08,,https://genomics.senescence.info/drugs/,3
DRUGAGE:nordihydroguaiaretic_acid:drosophila_melanogaster,Nordihydroguaiaretic acid,drug,DrugAge,Drosophila melanogaster,23.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:nordihydroguaiaretic_acid:mus_musculus,Nordihydroguaiaretic acid,drug,ITP,Mus musculus,10.0,,https://genomics.senescence.info/drugs/,11
DRUGAGE:nortriptyline_hydrochloride:caenorhabditis_elegans,Nortriptyline hydrochloride,drug,DrugAge,Caenorhabditis elegans,21.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:o13:caenorhabditis_elegans,O13,drug,DrugAge,Caenorhabditis elegans,32.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:o6_benzylguanine:caenorhabditis_elegans,O6-benzylguanine,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:o6_benzylguanine:drosophila_melanogaster,O6-benzylguanine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:obeticholic_acid:caenorhabditis_tropicalis,Obeticholic acid,drug,DrugAge,Caenorhabditis tropicalis,6.26,,https://genomics.senescence.info/drugs/,6
DRUGAGE:octoclothepin_maleate:caenorhabditis_elegans,Octoclothepin maleate,drug,DrugAge,Caenorhabditis elegans,38.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:octoclothepin_loxapine:drosophila_melanogaster,Octoclothepin/Loxapine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:oleanolic_acid:caenorhabditis_elegans,Oleanolic acid,drug,DrugAge,Caenorhabditis elegans,13.905,,https://genomics.senescence.info/drugs/,2
DRUGAGE:oleic_acid:caenorhabditis_elegans,Oleic Acid,drug,DrugAge,Caenorhabditis elegans,17.29,,https://genomics.senescence.info/drugs/,1
DRUGAGE:olive_oil:rattus_norvegicus,Olive Oil,drug,DrugAge,Rattus norvegicus,18.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:omega_3_monoacylglyceride_docosahexaenoic_acid:drosophila_melanogaster,Omega-3 Monoacylglyceride Docosahexaenoic acid,drug,DrugAge,Drosophila melanogaster,14.58,,https://genomics.senescence.info/drugs/,2
DRUGAGE:omega_6:caenorhabditis_elegans,Omega-6,drug,DrugAge,Caenorhabditis elegans,16.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ononetin:caenorhabditis_elegans,Ononetin,drug,DrugAge,Caenorhabditis elegans,-22.11,,https://genomics.senescence.info/drugs/,2
DRUGAGE:ononetin:drosophila_melanogaster,Ononetin,drug,DrugAge,Drosophila melanogaster,8.08,,https://genomics.senescence.info/drugs/,1
DRUGAGE:oregano_extract:anastrepha_ludens,Oregano extract,drug,DrugAge,Anastrepha ludens,43.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:oridonin:mus_musculus,Oridonin,drug,DrugAge,Mus musculus,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ornithine:caenorhabditis_elegans,Ornithine,drug,DrugAge,Caenorhabditis elegans,-1.0,,https://genomics.senescence.info/drugs/,3
DRUGAGE:orotate:caenorhabditis_elegans,Orotate,drug,DrugAge,Caenorhabditis elegans,14.8,,https://genomics.senescence.info/drugs/,1
DRUGAGE:otophylloside_b:caenorhabditis_elegans,Otophylloside B,drug,DrugAge,Caenorhabditis elegans,30.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:oxaloacetate:caenorhabditis_elegans,Oxaloacetate,drug,DrugAge,Caenorhabditis elegans,25.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:oxaloacetate:mus_musculus,Oxaloacetate,drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:oxarbazepine:drosophila_melanogaster,Oxarbazepine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:oxatomide:caenorhabditis_elegans,Oxatomide,drug,DrugAge,Caenorhabditis elegans,25.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:oxcarbazepine:caenorhabditis_elegans,Oxcarbazepine,drug,DrugAge,Caenorhabditis elegans,-17.92,,https://genomics.senescence.info/drugs/,2
DRUGAGE:oxoline:caenorhabditis_elegans,Oxoline,drug,DrugAge,Caenorhabditis elegans,13.0,,https://genomics.senescence.info/drugs/,11
DRUGAGE:oxyresveratrol:caenorhabditis_elegans,Oxyresveratrol,drug,DrugAge,Caenorhabditis elegans,17.8,,https://genomics.senescence.info/drugs/,3
DRUGAGE:pb125__carnosol__withaferin_a_and_luteolin:mus_musculus,"PB125 (carnosol, withaferin A and luteolin)",drug,ITP,Mus musculus,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:pd_98059:drosophila_melanogaster,PD-98059,drug,DrugAge,Drosophila melanogaster,27.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:pdmp:caenorhabditis_elegans,PDMP,drug,DrugAge,Caenorhabditis elegans,37.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:pf_04457845:caenorhabditis_elegans,PF-04457845,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:pnu_74654:caenorhabditis_elegans,PNU-74654,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:pnu_74654:drosophila_melanogaster,PNU-74654,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:pp2_ag1879:drosophila_melanogaster,PP2 AG1879,drug,DrugAge,Drosophila melanogaster,22.8,,https://genomics.senescence.info/drugs/,1
DRUGAGE:ppg:drosophila_melanogaster,PPG,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:palmatine:caenorhabditis_elegans,Palmatine,drug,DrugAge,Caenorhabditis elegans,-9.4,,https://genomics.senescence.info/drugs/,2
DRUGAGE:palmitic_acid:caenorhabditis_elegans,Palmitic acid,drug,DrugAge,Caenorhabditis elegans,-5.55,,https://genomics.senescence.info/drugs/,1
DRUGAGE:palmitoleic_acid:caenorhabditis_elegans,Palmitoleic acid,drug,DrugAge,Caenorhabditis elegans,17.09,,https://genomics.senescence.info/drugs/,1
DRUGAGE:palmostatin_b:caenorhabditis_elegans,Palmostatin B,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:palmostatin_m:caenorhabditis_elegans,Palmostatin M,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:panax_notoginseng_extract:caenorhabditis_elegans,Panax notoginseng extract,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:pantothenic_acid:drosophila_melanogaster,Pantothenic acid,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:paraquat:caenorhabditis_elegans,Paraquat,drug,DrugAge,Caenorhabditis elegans,24.165,,https://genomics.senescence.info/drugs/,4
DRUGAGE:paraquat:drosophila_melanogaster,Paraquat,drug,DrugAge,Drosophila melanogaster,-41.4,,https://genomics.senescence.info/drugs/,1
DRUGAGE:paraquat:musca_domestica,Paraquat,drug,DrugAge,Musca domestica,-36.21,,https://genomics.senescence.info/drugs/,1
DRUGAGE:paxilline:caenorhabditis_elegans,Paxilline,drug,DrugAge,Caenorhabditis elegans,26.62,,https://genomics.senescence.info/drugs/,1
DRUGAGE:pergolide_methanesulfonate:caenorhabditis_elegans,Pergolide methanesulfonate,drug,DrugAge,Caenorhabditis elegans,37.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:pergolide_methanesulfonate:drosophila_melanogaster,Pergolide methanesulfonate,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:perphenazine:caenorhabditis_elegans,Perphenazine,drug,DrugAge,Caenorhabditis elegans,-16.16,,https://genomics.senescence.info/drugs/,2
DRUGAGE:perphenazine:drosophila_melanogaster,Perphenazine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:peyssonnelia_extract:brachionus_manjavacas,Peyssonnelia extract,drug,DrugAge,Brachionus manjavacas,8.5,,https://genomics.senescence.info/drugs/,1
DRUGAGE:phaseolus_vulgaris_extract:caenorhabditis_elegans,Phaseolus vulgaris extract,drug,DrugAge,Caenorhabditis elegans,13.2,,https://genomics.senescence.info/drugs/,1
DRUGAGE:phenelzine:drosophila_melanogaster,Phenelzine,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:phenelzine_sulfate:caenorhabditis_elegans,Phenelzine sulfate,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:phenformin:caenorhabditis_elegans,Phenformin,drug,DrugAge,Caenorhabditis elegans,29.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:phenformin:mus_musculus,Phenformin,drug,DrugAge,Mus musculus,21.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:phenobarbital:rattus_norvegicus,Phenobarbital,drug,DrugAge,Rattus norvegicus,-13.115,,https://genomics.senescence.info/drugs/,2
DRUGAGE:phenol:drosophila_melanogaster,Phenol,drug,DrugAge,Drosophila melanogaster,-6.59,,https://genomics.senescence.info/drugs/,3
DRUGAGE:phenoxybenzamine_hydrochloride:caenorhabditis_elegans,Phenoxybenzamine Hydrochloride,drug,DrugAge,Caenorhabditis elegans,,,https://genomics.senescence.info/drugs/,2
DRUGAGE:phenoxybenzamine_hydrochloride:drosophila_melanogaster,Phenoxybenzamine Hydrochloride,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:phenyl_furoxancarbonitrile:drosophila_melanogaster,Phenyl furoxancarbonitrile,drug,DrugAge,Drosophila melanogaster,7.69,,https://genomics.senescence.info/drugs/,2
DRUGAGE:phenylfuroxancarbonitrile:drosophila_melanogaster,PhenylFuroxancarbonitrile,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:phenylbutazone:drosophila_melanogaster,Phenylbutazone,drug,DrugAge,Drosophila melanogaster,,,https://genomics.senescence.info/drugs/,1
DRUGAGE:phloridzin:saccharomyces_cerevisiae,Phloridzin,drug,DrugAge,Saccharomyces cerevisiae,25.36,,https://genomics.senescence.info/drugs/,3
DRUGAGE:phosphatidylcholine:caenorhabditis_elegans,Phosphatidylcholine,drug,DrugAge,Caenorhabditis elegans,16.38,,https://genomics.senescence.info/drugs/,2
DRUGAGE:phosphatidylethanolamine:caenorhabditis_elegans,Phosphatidylethanolamine,drug,DrugAge,Caenorhabditis elegans,12.7,,https://genomics.senescence.info/drugs/,1
DRUGAGE:phosphatidylinositol_ether_lipid_analogue_24:caenorhabditis_elegans,Phosphatidylinositol ether lipid analogue 24,drug,DrugAge,Caenorhabditis elegans,14.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:phosphatidylinositol_ether_lipid_analogue_6:caenorhabditis_elegans,Phosphatidylinositol ether lipid analogue 6,drug,DrugAge,Caenorhabditis elegans,10.0,,https://genomics.senescence.info/drugs/,1
DRUGAGE:phosphatidylserine:caenorhabditis_elegans,Phosphatidylserine,drug,DrugAge,Caenorhabditis elegans,7.02,,https://genomics.senescence.info/drugs/,1
DRUGAGE:phosphoenolpyruvate:caenorhabditis_elegans,Phosphoenolpyruvate,drug,DrugAge,Caenorhabditis elegans,12.0,,https://genomics.senescence.info/drugs/,3
